season,match_number,round_number,date_utc,location,home_team,away_team,group,home_goals,away_goals,source_url,total_goals,goal_difference_home,result_90min
2025-26,89,5,2025-11-26 20:00:00+00:00,Estádio José Alvalade,Sporting CP,Club Brugge,,3,0,https://fixturedownload.com/feed/json/champions-league-2025,3,3,H
2025-26,90,5,2025-11-26 20:00:00+00:00,Stadio Georgios Karaiskakis,Olympiacos,Real Madrid,,3,4,https://fixturedownload.com/feed/json/champions-league-2025,7,-1,A
2025-26,91,6,2025-12-09 15:30:00+00:00,Astana Arena,Kairat Almaty,Olympiacos,,0,1,https://fixturedownload.com/feed/json/champions-league-2025,1,-1,A
2025-26,92,6,2025-12-09 17:45:00+00:00,Fußball Arena München,Bayern München,Sporting CP,,3,1,https://fixturedownload.com/feed/json/champions-league-2025,4,2,H
2025-26,93,6,2025-12-09 20:00:00+00:00,Stadio San Siro,Inter,Liverpool,,0,1,https://fixturedownload.com/feed/json/champions-league-2025,1,-1,A
2025-26,94,6,2025-12-09 20:00:00+00:00,Camp Nou,Barcelona,Frankfurt,,2,1,https://fixturedownload.com/feed/json/champions-league-2025,3,1,H
2025-26,95,6,2025-12-09 20:00:00+00:00,Stadio di Bergamo,Atalanta,Chelsea,,2,1,https://fixturedownload.com/feed/json/champions-league-2025,3,1,H
2025-26,96,6,2025-12-09 20:00:00+00:00,Tottenham Hotspur Stadium,Tottenham,Slavia Praha,,3,0,https://fixturedownload.com/feed/json/champions-league-2025,3,3,H
2025-26,97,6,2025-12-09 20:00:00+00:00,PSV Stadion,PSV,Atleti,,2,3,https://fixturedownload.com/feed/json/champions-league-2025,5,-1,A
2025-26,98,6,2025-12-09 20:00:00+00:00,Stade Louis II,Monaco,Galatasaray,,1,0,https://fixturedownload.com/feed/json/champions-league-2025,1,1,H
2025-26,99,6,2025-12-09 20:00:00+00:00,RSC Anderlecht Stadium,Union SG,Marseille,,2,3,https://fixturedownload.com/feed/json/champions-league-2025,5,-1,A
2025-26,100,6,2025-12-10 17:45:00+00:00,Estadio de la Cerámica,Villarreal,Copenhagen,,2,3,https://fixturedownload.com/feed/json/champions-league-2025,5,-1,A
2025-26,101,6,2025-12-10 17:45:00+00:00,Tofiq Bahramov Republican Stadium,Qarabag,Ajax,,2,4,https://fixturedownload.com/feed/json/champions-league-2025,6,-2,A
2025-26,102,6,2025-12-10 20:00:00+00:00,BVB Stadion Dortmund,B. Dortmund,Bodø/Glimt,,2,2,https://fixturedownload.com/feed/json/champions-league-2025,4,0,D
2025-26,103,6,2025-12-10 20:00:00+00:00,BayArena,Leverkusen,Newcastle,,2,2,https://fixturedownload.com/feed/json/champions-league-2025,4,0,D
2025-26,104,6,2025-12-10 20:00:00+00:00,Estádio do SL Benfica,Benfica,Napoli,,2,0,https://fixturedownload.com/feed/json/champions-league-2025,2,2,H
2025-26,105,6,2025-12-10 20:00:00+00:00,Juventus Stadium,Juventus,Pafos,,2,0,https://fixturedownload.com/feed/json/champions-league-2025,2,2,H
2025-26,106,6,2025-12-10 20:00:00+00:00,Jan Breydelstadion,Club Brugge,Arsenal,,0,3,https://fixturedownload.com/feed/json/champions-league-2025,3,-3,A
2025-26,107,6,2025-12-10 20:00:00+00:00,Estadio de San Mamés,Athletic Club,Paris,,0,0,https://fixturedownload.com/feed/json/champions-league-2025,0,0,D
2025-26,108,6,2025-12-10 20:00:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Man City,,1,2,https://fixturedownload.com/feed/json/champions-league-2025,3,-1,A
2025-26,109,7,2026-01-20 15:30:00+00:00,Astana Arena,Kairat Almaty,Club Brugge,,1,4,https://fixturedownload.com/feed/json/champions-league-2025,5,-3,A
2025-26,110,7,2026-01-20 17:45:00+00:00,Aspmyra,Bodø/Glimt,Man City,,3,1,https://fixturedownload.com/feed/json/champions-league-2025,4,2,H
2025-26,111,7,2026-01-20 20:00:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Monaco,,6,1,https://fixturedownload.com/feed/json/champions-league-2025,7,5,H
2025-26,112,7,2026-01-20 20:00:00+00:00,Stadio San Siro,Inter,Arsenal,,1,3,https://fixturedownload.com/feed/json/champions-league-2025,4,-2,A
2025-26,113,7,2026-01-20 20:00:00+00:00,Estadio de la Cerámica,Villarreal,Ajax,,1,2,https://fixturedownload.com/feed/json/champions-league-2025,3,-1,A
2025-26,114,7,2026-01-20 20:00:00+00:00,Tottenham Hotspur Stadium,Tottenham,B. Dortmund,,2,0,https://fixturedownload.com/feed/json/champions-league-2025,2,2,H
2025-26,115,7,2026-01-20 20:00:00+00:00,Estádio José Alvalade,Sporting CP,Paris,,2,1,https://fixturedownload.com/feed/json/champions-league-2025,3,1,H
2025-26,116,7,2026-01-20 20:00:00+00:00,Stadio Georgios Karaiskakis,Olympiacos,Leverkusen,,2,0,https://fixturedownload.com/feed/json/champions-league-2025,2,2,H
2025-26,117,7,2026-01-20 20:00:00+00:00,Parken,Copenhagen,Napoli,,1,1,https://fixturedownload.com/feed/json/champions-league-2025,2,0,D
2025-26,118,7,2026-01-21 17:45:00+00:00,Ali Sami Yen Spor Kompleksi,Galatasaray,Atleti,,1,1,https://fixturedownload.com/feed/json/champions-league-2025,2,0,D
2025-26,119,7,2026-01-21 17:45:00+00:00,Tofiq Bahramov Republican Stadium,Qarabag,Frankfurt,,3,2,https://fixturedownload.com/feed/json/champions-league-2025,5,1,H
2025-26,120,7,2026-01-21 20:00:00+00:00,Stamford Bridge,Chelsea,Pafos,,1,0,https://fixturedownload.com/feed/json/champions-league-2025,1,1,H
2025-26,121,7,2026-01-21 20:00:00+00:00,Stadio di Bergamo,Atalanta,Athletic Club,,2,3,https://fixturedownload.com/feed/json/champions-league-2025,5,-1,A
2025-26,122,7,2026-01-21 20:00:00+00:00,Juventus Stadium,Juventus,Benfica,,2,0,https://fixturedownload.com/feed/json/champions-league-2025,2,2,H
2025-26,123,7,2026-01-21 20:00:00+00:00,Eden Arena,Slavia Praha,Barcelona,,2,4,https://fixturedownload.com/feed/json/champions-league-2025,6,-2,A
2025-26,124,7,2026-01-21 20:00:00+00:00,Stade de Marseille,Marseille,Liverpool,,0,3,https://fixturedownload.com/feed/json/champions-league-2025,3,-3,A
2025-26,125,7,2026-01-21 20:00:00+00:00,St James' Park,Newcastle,PSV,,3,0,https://fixturedownload.com/feed/json/champions-league-2025,3,3,H
2025-26,126,7,2026-01-21 20:00:00+00:00,Fußball Arena München,Bayern München,Union SG,,2,0,https://fixturedownload.com/feed/json/champions-league-2025,2,2,H
2025-26,127,8,2026-01-28 20:00:00+00:00,Parc des Princes,Paris,Newcastle,,1,1,https://fixturedownload.com/feed/json/champions-league-2025,2,0,D
2025-26,128,8,2026-01-28 20:00:00+00:00,City of Manchester Stadium,Man City,Galatasaray,,2,0,https://fixturedownload.com/feed/json/champions-league-2025,2,2,H
2025-26,129,8,2026-01-28 20:00:00+00:00,Anfield,Liverpool,Qarabag,,6,0,https://fixturedownload.com/feed/json/champions-league-2025,6,6,H
2025-26,130,8,2026-01-28 20:00:00+00:00,BVB Stadion Dortmund,B. Dortmund,Inter,,0,2,https://fixturedownload.com/feed/json/champions-league-2025,2,-2,A
2025-26,131,8,2026-01-28 20:00:00+00:00,Camp Nou,Barcelona,Copenhagen,,4,1,https://fixturedownload.com/feed/json/champions-league-2025,5,3,H
2025-26,132,8,2026-01-28 20:00:00+00:00,Arsenal Stadium,Arsenal,Kairat Almaty,,3,2,https://fixturedownload.com/feed/json/champions-league-2025,5,1,H
2025-26,133,8,2026-01-28 20:00:00+00:00,BayArena,Leverkusen,Villarreal,,3,0,https://fixturedownload.com/feed/json/champions-league-2025,3,3,H
2025-26,134,8,2026-01-28 20:00:00+00:00,Estadio Metropolitano,Atleti,Bodø/Glimt,,1,2,https://fixturedownload.com/feed/json/champions-league-2025,3,-1,A
2025-26,135,8,2026-01-28 20:00:00+00:00,Estádio do SL Benfica,Benfica,Real Madrid,,4,2,https://fixturedownload.com/feed/json/champions-league-2025,6,2,H
2025-26,136,8,2026-01-28 20:00:00+00:00,Frankfurt Stadion,Frankfurt,Tottenham,,0,2,https://fixturedownload.com/feed/json/champions-league-2025,2,-2,A
2025-26,137,8,2026-01-28 20:00:00+00:00,Jan Breydelstadion,Club Brugge,Marseille,,3,0,https://fixturedownload.com/feed/json/champions-league-2025,3,3,H
2025-26,138,8,2026-01-28 20:00:00+00:00,PSV Stadion,PSV,Bayern München,,1,2,https://fixturedownload.com/feed/json/champions-league-2025,3,-1,A
2025-26,139,8,2026-01-28 20:00:00+00:00,Johan Cruijff ArenA,Ajax,Olympiacos,,1,2,https://fixturedownload.com/feed/json/champions-league-2025,3,-1,A
2025-26,140,8,2026-01-28 20:00:00+00:00,Stadio Diego Armando Maradona,Napoli,Chelsea,,2,3,https://fixturedownload.com/feed/json/champions-league-2025,5,-1,A
2025-26,141,8,2026-01-28 20:00:00+00:00,Stade Louis II,Monaco,Juventus,,0,0,https://fixturedownload.com/feed/json/champions-league-2025,0,0,D
2025-26,142,8,2026-01-28 20:00:00+00:00,RSC Anderlecht Stadium,Union SG,Atalanta,,1,0,https://fixturedownload.com/feed/json/champions-league-2025,1,1,H
2025-26,143,8,2026-01-28 20:00:00+00:00,Estadio de San Mamés,Athletic Club,Sporting CP,,2,3,https://fixturedownload.com/feed/json/champions-league-2025,5,-1,A
2025-26,144,8,2026-01-28 20:00:00+00:00,Limassol Stadium,Pafos,Slavia Praha,,4,1,https://fixturedownload.com/feed/json/champions-league-2025,5,3,H
2025-26,145,9,2026-02-17 17:45:00+00:00,Ali Sami Yen Spor Kompleksi,Galatasaray,Juventus,,5,2,https://fixturedownload.com/feed/json/champions-league-2025,7,3,H
2025-26,146,9,2026-02-17 20:00:00+00:00,Stade Louis II,Monaco,Paris,,2,3,https://fixturedownload.com/feed/json/champions-league-2025,5,-1,A
2025-26,147,9,2026-02-17 20:00:00+00:00,Estádio do SL Benfica,Benfica,Real Madrid,,0,1,https://fixturedownload.com/feed/json/champions-league-2025,1,-1,A
2025-26,148,9,2026-02-17 20:15:00+00:00,BVB Stadion Dortmund,B. Dortmund,Atalanta,,2,0,https://fixturedownload.com/feed/json/champions-league-2025,2,2,H
2025-26,149,9,2026-02-18 17:45:00+00:00,Tofiq Bahramov Republican Stadium,Qarabag,Newcastle,,1,6,https://fixturedownload.com/feed/json/champions-league-2025,7,-5,A
2025-26,150,9,2026-02-18 20:00:00+00:00,Stadio Georgios Karaiskakis,Olympiacos,Leverkusen,,0,2,https://fixturedownload.com/feed/json/champions-league-2025,2,-2,A
2025-26,151,9,2026-02-18 20:00:00+00:00,Aspmyra,Bodø/Glimt,Inter,,3,1,https://fixturedownload.com/feed/json/champions-league-2025,4,2,H
2025-26,152,9,2026-02-18 20:00:00+00:00,Jan Breydelstadion,Club Brugge,Atleti,,3,3,https://fixturedownload.com/feed/json/champions-league-2025,6,0,D
2025-26,153,10,2026-02-24 17:45:00+00:00,Estadio Metropolitano,Atleti,Club Brugge,,4,1,https://fixturedownload.com/feed/json/champions-league-2025,5,3,H
2025-26,154,10,2026-02-24 20:00:00+00:00,BayArena,Leverkusen,Olympiacos,,0,0,https://fixturedownload.com/feed/json/champions-league-2025,0,0,D
2025-26,155,10,2026-02-24 20:00:00+00:00,Stadio San Siro,Inter,Bodø/Glimt,,1,2,https://fixturedownload.com/feed/json/champions-league-2025,3,-1,A
2025-26,156,10,2026-02-24 20:00:00+00:00,St James' Park,Newcastle,Qarabag,,3,2,https://fixturedownload.com/feed/json/champions-league-2025,5,1,H
2025-26,157,10,2026-02-25 17:45:00+00:00,Stadio di Bergamo,Atalanta,B. Dortmund,,4,1,https://fixturedownload.com/feed/json/champions-league-2025,5,3,H
2025-26,158,10,2026-02-25 20:00:00+00:00,Parc des Princes,Paris,Monaco,,2,2,https://fixturedownload.com/feed/json/champions-league-2025,4,0,D
2025-26,159,10,2026-02-25 20:00:00+00:00,Juventus Stadium,Juventus,Galatasaray,,3,2,https://fixturedownload.com/feed/json/champions-league-2025,5,1,H
2025-26,160,10,2026-02-25 20:00:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Benfica,,2,1,https://fixturedownload.com/feed/json/champions-league-2025,3,1,H
2025-26,161,11,2026-03-10 17:45:00+00:00,Ali Sami Yen Spor Kompleksi,Galatasaray,Liverpool,,1,0,https://fixturedownload.com/feed/json/champions-league-2025,1,1,H
2025-26,162,11,2026-03-10 20:00:00+00:00,Stadio di Bergamo,Atalanta,Bayern München,,1,6,https://fixturedownload.com/feed/json/champions-league-2025,7,-5,A
2025-26,163,11,2026-03-10 20:00:00+00:00,St James' Park,Newcastle,Barcelona,,1,1,https://fixturedownload.com/feed/json/champions-league-2025,2,0,D
2025-26,164,11,2026-03-10 20:00:00+00:00,Estadio Metropolitano,Atleti,Tottenham,,5,2,https://fixturedownload.com/feed/json/champions-league-2025,7,3,H
2025-26,165,11,2026-03-11 17:45:00+00:00,BayArena,Leverkusen,Arsenal,,1,1,https://fixturedownload.com/feed/json/champions-league-2025,2,0,D
2025-26,166,11,2026-03-11 20:00:00+00:00,Parc des Princes,Paris,Chelsea,,5,2,https://fixturedownload.com/feed/json/champions-league-2025,7,3,H
2025-26,167,11,2026-03-11 20:00:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Man City,,3,0,https://fixturedownload.com/feed/json/champions-league-2025,3,3,H
2025-26,168,11,2026-03-11 20:00:00+00:00,Aspmyra,Bodø/Glimt,Sporting CP,,3,0,https://fixturedownload.com/feed/json/champions-league-2025,3,3,H
2025-26,169,12,2026-03-17 17:45:00+00:00,Estádio José Alvalade,Sporting CP,Bodø/Glimt,,5,0,https://fixturedownload.com/feed/json/champions-league-2025,5,5,H
2025-26,170,12,2026-03-17 20:00:00+00:00,Stamford Bridge,Chelsea,Paris,,0,3,https://fixturedownload.com/feed/json/champions-league-2025,3,-3,A
2025-26,171,12,2026-03-17 20:00:00+00:00,City of Manchester Stadium,Man City,Real Madrid,,1,2,https://fixturedownload.com/feed/json/champions-league-2025,3,-1,A
2025-26,172,12,2026-03-17 20:00:00+00:00,Arsenal Stadium,Arsenal,Leverkusen,,2,0,https://fixturedownload.com/feed/json/champions-league-2025,2,2,H
2025-26,173,12,2026-03-18 17:45:00+00:00,Camp Nou,Barcelona,Newcastle,,7,2,https://fixturedownload.com/feed/json/champions-league-2025,9,5,H
2025-26,174,12,2026-03-18 20:00:00+00:00,Anfield,Liverpool,Galatasaray,,4,0,https://fixturedownload.com/feed/json/champions-league-2025,4,4,H
2025-26,175,12,2026-03-18 20:00:00+00:00,Fußball Arena München,Bayern München,Atalanta,,4,1,https://fixturedownload.com/feed/json/champions-league-2025,5,3,H
2025-26,176,12,2026-03-18 20:00:00+00:00,Tottenham Hotspur Stadium,Tottenham,Atleti,,3,2,https://fixturedownload.com/feed/json/champions-league-2025,5,1,H
2025-26,177,13,2026-04-07 19:00:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Bayern München,,1,2,https://fixturedownload.com/feed/json/champions-league-2025,3,-1,A
2025-26,178,13,2026-04-07 19:00:00+00:00,Estádio José Alvalade,Sporting CP,Arsenal,,0,1,https://fixturedownload.com/feed/json/champions-league-2025,1,-1,A
2025-26,179,13,2026-04-08 19:00:00+00:00,Parc des Princes,Paris,Liverpool,,2,0,https://fixturedownload.com/feed/json/champions-league-2025,2,2,H
2025-26,180,13,2026-04-08 19:00:00+00:00,Camp Nou,Barcelona,Atleti,,0,2,https://fixturedownload.com/feed/json/champions-league-2025,2,-2,A
2025-26,181,14,2026-04-14 19:00:00+00:00,Estadio Metropolitano,Atleti,Barcelona,,1,2,https://fixturedownload.com/feed/json/champions-league-2025,3,-1,A
2025-26,182,14,2026-04-14 19:00:00+00:00,Anfield,Liverpool,Paris,,0,2,https://fixturedownload.com/feed/json/champions-league-2025,2,-2,A
2025-26,183,14,2026-04-15 19:00:00+00:00,Arsenal Stadium,Arsenal,Sporting CP,,0,0,https://fixturedownload.com/feed/json/champions-league-2025,0,0,D
2025-26,184,14,2026-04-15 19:00:00+00:00,Fußball Arena München,Bayern München,Real Madrid,,4,3,https://fixturedownload.com/feed/json/champions-league-2025,7,1,H
2025-26,185,15,2026-04-28 19:00:00+00:00,Parc des Princes,Paris,Bayern München,,5,4,https://fixturedownload.com/feed/json/champions-league-2025,9,1,H
2025-26,186,15,2026-04-29 19:00:00+00:00,Estadio Metropolitano,Atleti,Arsenal,,1,1,https://fixturedownload.com/feed/json/champions-league-2025,2,0,D
2025-26,187,16,2026-05-05 19:00:00+00:00,Arsenal Stadium,Arsenal,Atleti,,1,0,https://fixturedownload.com/feed/json/champions-league-2025,1,1,H
2025-26,188,16,2026-05-06 19:00:00+00:00,Fußball Arena München,Bayern München,Paris,,1,1,https://fixturedownload.com/feed/json/champions-league-2025,2,0,D
2025-26,189,17,2026-05-30 16:00:00+00:00,Puskás Aréna,Paris,Arsenal,,,,https://fixturedownload.com/feed/json/champions-league-2025,,,D
