season,match_number,round_number,date_utc,location,home_team,away_team,group,home_goals,away_goals,source_url,total_goals,goal_difference_home,result_90min
2023-24,72,5,2023-11-28 20:00:00+00:00,Estadi Olímpic Lluís Companys,Barcelona,FC Porto,Group H,2,1,https://fixturedownload.com/feed/json/champions-league-2023,3,1,H
2023-24,73,5,2023-11-29 17:45:00+00:00,Ali Sami Yen Spor Kompleksi,Galatasaray,Man United,Group A,3,3,https://fixturedownload.com/feed/json/champions-league-2023,6,0,D
2023-24,74,5,2023-11-29 17:45:00+00:00,Estadio Ramón Sánchez-Pizjuán,Sevilla,PSV,Group B,2,3,https://fixturedownload.com/feed/json/champions-league-2023,5,-1,A
2023-24,75,5,2023-11-29 20:00:00+00:00,Fußball Arena München,Bayern,Copenhagen,Group A,0,0,https://fixturedownload.com/feed/json/champions-league-2023,0,0,D
2023-24,76,5,2023-11-29 20:00:00+00:00,Arsenal Stadium,Arsenal,Lens,Group B,6,0,https://fixturedownload.com/feed/json/champions-league-2023,6,6,H
2023-24,77,5,2023-11-29 20:00:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Napoli,Group C,4,2,https://fixturedownload.com/feed/json/champions-league-2023,6,2,H
2023-24,78,5,2023-11-29 20:00:00+00:00,Estádio Municipal de Braga,Braga,Union Berlin,Group C,1,1,https://fixturedownload.com/feed/json/champions-league-2023,2,0,D
2023-24,79,5,2023-11-29 20:00:00+00:00,Estádio do SL Benfica,Benfica,Inter,Group D,3,3,https://fixturedownload.com/feed/json/champions-league-2023,6,0,D
2023-24,80,5,2023-11-29 20:00:00+00:00,Reale Arena,Real Sociedad,Salzburg,Group D,0,0,https://fixturedownload.com/feed/json/champions-league-2023,0,0,D
2023-24,81,6,2023-12-12 17:45:00+00:00,Stade Bollaert-Delelis,Lens,Sevilla,Group B,2,1,https://fixturedownload.com/feed/json/champions-league-2023,3,1,H
2023-24,82,6,2023-12-12 17:45:00+00:00,PSV Stadion,PSV,Arsenal,Group B,1,1,https://fixturedownload.com/feed/json/champions-league-2023,2,0,D
2023-24,83,6,2023-12-12 20:00:00+00:00,Old Trafford,Man United,Bayern,Group A,0,1,https://fixturedownload.com/feed/json/champions-league-2023,1,-1,A
2023-24,84,6,2023-12-12 20:00:00+00:00,Parken,Copenhagen,Galatasaray,Group A,1,0,https://fixturedownload.com/feed/json/champions-league-2023,1,1,H
2023-24,85,6,2023-12-12 20:00:00+00:00,Stadio Diego Armando Maradona,Napoli,Braga,Group C,2,0,https://fixturedownload.com/feed/json/champions-league-2023,2,2,H
2023-24,86,6,2023-12-12 20:00:00+00:00,Olympiastadion,Union Berlin,Real Madrid,Group C,2,3,https://fixturedownload.com/feed/json/champions-league-2023,5,-1,A
2023-24,87,6,2023-12-12 20:00:00+00:00,Stadio San Siro,Inter,Real Sociedad,Group D,0,0,https://fixturedownload.com/feed/json/champions-league-2023,0,0,D
2023-24,88,6,2023-12-12 20:00:00+00:00,Stadion Salzburg,Salzburg,Benfica,Group D,1,3,https://fixturedownload.com/feed/json/champions-league-2023,4,-2,A
2023-24,89,6,2023-12-13 17:45:00+00:00,RB Arena,Leipzig,Young Boys,Group G,2,1,https://fixturedownload.com/feed/json/champions-league-2023,3,1,H
2023-24,90,6,2023-12-13 17:45:00+00:00,Stadion Rajko Mitic,Crvena zvezda,Man City,Group G,2,3,https://fixturedownload.com/feed/json/champions-league-2023,5,-1,A
2023-24,91,6,2023-12-13 20:00:00+00:00,Estadio Metropolitano,Atlético de Madrid,Lazio,Group E,2,0,https://fixturedownload.com/feed/json/champions-league-2023,2,2,H
2023-24,92,6,2023-12-13 20:00:00+00:00,Celtic Park,Celtic,Feyenoord,Group E,2,1,https://fixturedownload.com/feed/json/champions-league-2023,3,1,H
2023-24,93,6,2023-12-13 20:00:00+00:00,BVB Stadion Dortmund,Dortmund,Paris,Group F,1,1,https://fixturedownload.com/feed/json/champions-league-2023,2,0,D
2023-24,94,6,2023-12-13 20:00:00+00:00,St James' Park,Newcastle,Milan,Group F,1,2,https://fixturedownload.com/feed/json/champions-league-2023,3,-1,A
2023-24,95,6,2023-12-13 20:00:00+00:00,Estádio do Dragão,FC Porto,Shakhtar Donetsk,Group H,5,3,https://fixturedownload.com/feed/json/champions-league-2023,8,2,H
2023-24,96,6,2023-12-13 20:00:00+00:00,Bosuil,Antwerp,Barcelona,Group H,3,2,https://fixturedownload.com/feed/json/champions-league-2023,5,1,H
2023-24,97,7,2024-02-13 20:00:00+00:00,RB Arena,Leipzig,Real Madrid,,0,1,https://fixturedownload.com/feed/json/champions-league-2023,1,-1,A
2023-24,98,7,2024-02-13 20:00:00+00:00,Parken,Copenhagen,Man City,,1,3,https://fixturedownload.com/feed/json/champions-league-2023,4,-2,A
2023-24,99,7,2024-02-14 20:00:00+00:00,Stadio Olimpico,Lazio,Bayern,,1,0,https://fixturedownload.com/feed/json/champions-league-2023,1,1,H
2023-24,100,7,2024-02-14 20:00:00+00:00,Parc des Princes,Paris,Real Sociedad,,2,0,https://fixturedownload.com/feed/json/champions-league-2023,2,2,H
2023-24,101,7,2024-02-20 20:00:00+00:00,Stadio San Siro,Inter,Atlético de Madrid,,1,0,https://fixturedownload.com/feed/json/champions-league-2023,1,1,H
2023-24,102,7,2024-02-20 20:00:00+00:00,PSV Stadion,PSV,Dortmund,,1,1,https://fixturedownload.com/feed/json/champions-league-2023,2,0,D
2023-24,103,7,2024-02-21 20:00:00+00:00,Estádio do Dragão,FC Porto,Arsenal,,1,0,https://fixturedownload.com/feed/json/champions-league-2023,1,1,H
2023-24,104,7,2024-02-21 20:00:00+00:00,Stadio Diego Armando Maradona,Napoli,Barcelona,,1,1,https://fixturedownload.com/feed/json/champions-league-2023,2,0,D
2023-24,105,8,2024-03-05 20:00:00+00:00,Fußball Arena München,Bayern,Lazio,,3,0,https://fixturedownload.com/feed/json/champions-league-2023,3,3,H
2023-24,106,8,2024-03-05 20:00:00+00:00,Reale Arena,Real Sociedad,Paris,,1,2,https://fixturedownload.com/feed/json/champions-league-2023,3,-1,A
2023-24,107,8,2024-03-06 20:00:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Leipzig,,1,1,https://fixturedownload.com/feed/json/champions-league-2023,2,0,D
2023-24,108,8,2024-03-06 20:00:00+00:00,City of Manchester Stadium,Man City,Copenhagen,,3,1,https://fixturedownload.com/feed/json/champions-league-2023,4,2,H
2023-24,109,8,2024-03-12 20:00:00+00:00,Arsenal Stadium,Arsenal,FC Porto,,1,0,https://fixturedownload.com/feed/json/champions-league-2023,1,1,H
2023-24,110,8,2024-03-12 20:00:00+00:00,Estadi Olímpic Lluís Companys,Barcelona,Napoli,,3,1,https://fixturedownload.com/feed/json/champions-league-2023,4,2,H
2023-24,111,8,2024-03-13 20:00:00+00:00,Estadio Metropolitano,Atlético de Madrid,Inter,,2,1,https://fixturedownload.com/feed/json/champions-league-2023,3,1,H
2023-24,112,8,2024-03-13 20:00:00+00:00,BVB Stadion Dortmund,Dortmund,PSV,,2,0,https://fixturedownload.com/feed/json/champions-league-2023,2,2,H
2023-24,113,9,2024-04-09 19:00:00+00:00,Arsenal Stadium,Arsenal,Bayern,,2,2,https://fixturedownload.com/feed/json/champions-league-2023,4,0,D
2023-24,114,9,2024-04-09 19:00:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Man City,,3,3,https://fixturedownload.com/feed/json/champions-league-2023,6,0,D
2023-24,115,9,2024-04-10 19:00:00+00:00,Estadio Metropolitano,Atlético de Madrid,Dortmund,,2,1,https://fixturedownload.com/feed/json/champions-league-2023,3,1,H
2023-24,116,9,2024-04-10 19:00:00+00:00,Parc des Princes,Paris,Barcelona,,2,3,https://fixturedownload.com/feed/json/champions-league-2023,5,-1,A
2023-24,117,10,2024-04-16 19:00:00+00:00,Estadi Olímpic Lluís Companys,Barcelona,Paris,,1,4,https://fixturedownload.com/feed/json/champions-league-2023,5,-3,A
2023-24,118,10,2024-04-16 19:00:00+00:00,BVB Stadion Dortmund,Dortmund,Atlético de Madrid,,4,2,https://fixturedownload.com/feed/json/champions-league-2023,6,2,H
2023-24,119,10,2024-04-17 19:00:00+00:00,City of Manchester Stadium,Man City,Real Madrid,,1,1,https://fixturedownload.com/feed/json/champions-league-2023,2,0,D
2023-24,120,10,2024-04-17 19:00:00+00:00,Fußball Arena München,Bayern,Arsenal,,1,0,https://fixturedownload.com/feed/json/champions-league-2023,1,1,H
2023-24,121,11,2024-04-30 19:00:00+00:00,Fußball Arena München,Bayern,Real Madrid,,2,2,https://fixturedownload.com/feed/json/champions-league-2023,4,0,D
2023-24,122,11,2024-05-01 19:00:00+00:00,BVB Stadion Dortmund,Dortmund,Paris,,1,0,https://fixturedownload.com/feed/json/champions-league-2023,1,1,H
2023-24,123,12,2024-05-07 19:00:00+00:00,Parc des Princes,Paris,Dortmund,,0,1,https://fixturedownload.com/feed/json/champions-league-2023,1,-1,A
2023-24,124,12,2024-05-08 19:00:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Bayern,,2,1,https://fixturedownload.com/feed/json/champions-league-2023,3,1,H
2023-24,125,13,2024-06-01 19:00:00+00:00,Wembley Stadium,Dortmund,Real Madrid,,0,2,https://fixturedownload.com/feed/json/champions-league-2023,2,-2,A
2024-25,1,1,2024-09-17 16:45:00+00:00,Juventus Stadium,Juventus,PSV,,3,1,https://fixturedownload.com/feed/json/champions-league-2024,4,2,H
2024-25,2,1,2024-09-17 16:45:00+00:00,Stadion Wankdorf,Young Boys,Aston Villa,,0,3,https://fixturedownload.com/feed/json/champions-league-2024,3,-3,A
2024-25,3,1,2024-09-17 19:00:00+00:00,Fußball Arena München,Bayern München,GNK Dinamo,,9,2,https://fixturedownload.com/feed/json/champions-league-2024,11,7,H
2024-25,4,1,2024-09-17 19:00:00+00:00,Stadio San Siro,Milan,Liverpool,,1,3,https://fixturedownload.com/feed/json/champions-league-2024,4,-2,A
2024-25,5,1,2024-09-17 19:00:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Stuttgart,,3,1,https://fixturedownload.com/feed/json/champions-league-2024,4,2,H
2024-25,6,1,2024-09-17 19:00:00+00:00,Estádio José Alvalade,Sporting CP,Lille,,2,0,https://fixturedownload.com/feed/json/champions-league-2024,2,2,H
2024-25,7,1,2024-09-18 16:45:00+00:00,Stadio Renato Dall'Ara,Bologna,Shakhtar,,0,0,https://fixturedownload.com/feed/json/champions-league-2024,0,0,D
2024-25,8,1,2024-09-18 16:45:00+00:00,Stadion Letná,Sparta Praha,Salzburg,,3,0,https://fixturedownload.com/feed/json/champions-league-2024,3,3,H
2024-25,9,1,2024-09-18 19:00:00+00:00,Jan Breydelstadion,Club Brugge,B. Dortmund,,0,3,https://fixturedownload.com/feed/json/champions-league-2024,3,-3,A
2024-25,10,1,2024-09-18 19:00:00+00:00,Celtic Park,Celtic,S. Bratislava,,5,1,https://fixturedownload.com/feed/json/champions-league-2024,6,4,H
2024-25,11,1,2024-09-18 19:00:00+00:00,City of Manchester Stadium,Man City,Inter,,0,0,https://fixturedownload.com/feed/json/champions-league-2024,0,0,D
2024-25,12,1,2024-09-18 19:00:00+00:00,Parc des Princes,Paris,Girona,,1,0,https://fixturedownload.com/feed/json/champions-league-2024,1,1,H
2024-25,13,1,2024-09-19 16:45:00+00:00,Stadion Rajko Mitic,Crvena Zvezda,Benfica,,1,2,https://fixturedownload.com/feed/json/champions-league-2024,3,-1,A
2024-25,14,1,2024-09-19 16:45:00+00:00,Stadion Feijenoord 'De Kuip',Feyenoord,Leverkusen,,0,4,https://fixturedownload.com/feed/json/champions-league-2024,4,-4,A
2024-25,15,1,2024-09-19 19:00:00+00:00,Stadio di Bergamo,Atalanta,Arsenal,,0,0,https://fixturedownload.com/feed/json/champions-league-2024,0,0,D
2024-25,16,1,2024-09-19 19:00:00+00:00,Estadio Metropolitano,Atleti,Leipzig,,2,1,https://fixturedownload.com/feed/json/champions-league-2024,3,1,H
2024-25,17,1,2024-09-19 19:00:00+00:00,Stade Louis II,Monaco,Barcelona,,2,1,https://fixturedownload.com/feed/json/champions-league-2024,3,1,H
2024-25,18,1,2024-09-19 19:00:00+00:00,Stade de Roudourou,Brest,Sturm Graz,,2,1,https://fixturedownload.com/feed/json/champions-league-2024,3,1,H
2024-25,19,2,2024-10-01 16:45:00+00:00,Stadion Salzburg,Salzburg,Brest,,0,4,https://fixturedownload.com/feed/json/champions-league-2024,4,-4,A
2024-25,20,2,2024-10-01 16:45:00+00:00,Arena Stuttgart,Stuttgart,Sparta Praha,,1,1,https://fixturedownload.com/feed/json/champions-league-2024,2,0,D
2024-25,21,2,2024-10-01 19:00:00+00:00,Stadio San Siro,Inter,Crvena Zvezda,,4,0,https://fixturedownload.com/feed/json/champions-league-2024,4,4,H
2024-25,22,2,2024-10-01 19:00:00+00:00,BVB Stadion Dortmund,B. Dortmund,Celtic,,7,1,https://fixturedownload.com/feed/json/champions-league-2024,8,6,H
2024-25,23,2,2024-10-01 19:00:00+00:00,Estadi Olímpic Lluís Companys,Barcelona,Young Boys,,5,0,https://fixturedownload.com/feed/json/champions-league-2024,5,5,H
2024-25,24,2,2024-10-01 19:00:00+00:00,BayArena,Leverkusen,Milan,,1,0,https://fixturedownload.com/feed/json/champions-league-2024,1,1,H
2024-25,25,2,2024-10-01 19:00:00+00:00,Arsenal Stadium,Arsenal,Paris,,2,0,https://fixturedownload.com/feed/json/champions-league-2024,2,2,H
2024-25,26,2,2024-10-01 19:00:00+00:00,PSV Stadion,PSV,Sporting CP,,1,1,https://fixturedownload.com/feed/json/champions-league-2024,2,0,D
2024-25,27,2,2024-10-01 19:00:00+00:00,Národný futbalový štadión,S. Bratislava,Man City,,0,4,https://fixturedownload.com/feed/json/champions-league-2024,4,-4,A
2024-25,28,2,2024-10-02 16:45:00+00:00,Arena AufSchalke,Shakhtar,Atalanta,,0,3,https://fixturedownload.com/feed/json/champions-league-2024,3,-3,A
2024-25,29,2,2024-10-02 16:45:00+00:00,Estadi Montilivi,Girona,Feyenoord,,2,3,https://fixturedownload.com/feed/json/champions-league-2024,5,-1,A
2024-25,30,2,2024-10-02 19:00:00+00:00,Anfield,Liverpool,Bologna,,2,0,https://fixturedownload.com/feed/json/champions-league-2024,2,2,H
2024-25,31,2,2024-10-02 19:00:00+00:00,RB Arena,Leipzig,Juventus,,2,3,https://fixturedownload.com/feed/json/champions-league-2024,5,-1,A
2024-25,32,2,2024-10-02 19:00:00+00:00,Estádio do SL Benfica,Benfica,Atleti,,4,0,https://fixturedownload.com/feed/json/champions-league-2024,4,4,H
2024-25,33,2,2024-10-02 19:00:00+00:00,Stadion Maksimir,GNK Dinamo,Monaco,,2,2,https://fixturedownload.com/feed/json/champions-league-2024,4,0,D
2024-25,34,2,2024-10-02 19:00:00+00:00,Stade Pierre Mauroy,Lille,Real Madrid,,1,0,https://fixturedownload.com/feed/json/champions-league-2024,1,1,H
2024-25,35,2,2024-10-02 19:00:00+00:00,Villa Park,Aston Villa,Bayern München,,1,0,https://fixturedownload.com/feed/json/champions-league-2024,1,1,H
2024-25,36,2,2024-10-02 19:00:00+00:00,Wörthersee Stadion,Sturm Graz,Club Brugge,,0,1,https://fixturedownload.com/feed/json/champions-league-2024,1,-1,A
2024-25,37,3,2024-10-22 16:45:00+00:00,Stadio San Siro,Milan,Club Brugge,,3,1,https://fixturedownload.com/feed/json/champions-league-2024,4,2,H
2024-25,38,3,2024-10-22 16:45:00+00:00,Stade Louis II,Monaco,Crvena Zvezda,,5,1,https://fixturedownload.com/feed/json/champions-league-2024,6,4,H
2024-25,39,3,2024-10-22 19:00:00+00:00,Parc des Princes,Paris,PSV,,1,1,https://fixturedownload.com/feed/json/champions-league-2024,2,0,D
2024-25,40,3,2024-10-22 19:00:00+00:00,Juventus Stadium,Juventus,Stuttgart,,0,1,https://fixturedownload.com/feed/json/champions-league-2024,1,-1,A
2024-25,41,3,2024-10-22 19:00:00+00:00,Arsenal Stadium,Arsenal,Shakhtar,,1,0,https://fixturedownload.com/feed/json/champions-league-2024,1,1,H
2024-25,42,3,2024-10-22 19:00:00+00:00,Villa Park,Aston Villa,Bologna,,2,0,https://fixturedownload.com/feed/json/champions-league-2024,2,2,H
2024-25,43,3,2024-10-22 19:00:00+00:00,Estadi Montilivi,Girona,S. Bratislava,,2,0,https://fixturedownload.com/feed/json/champions-league-2024,2,2,H
2024-25,44,3,2024-10-22 19:00:00+00:00,Wörthersee Stadion,Sturm Graz,Sporting CP,,0,2,https://fixturedownload.com/feed/json/champions-league-2024,2,-2,A
2024-25,45,3,2024-10-22 19:00:00+00:00,Estadio Santiago Bernabéu,Real Madrid,B. Dortmund,,5,2,https://fixturedownload.com/feed/json/champions-league-2024,7,3,H
2024-25,46,3,2024-10-23 16:45:00+00:00,Stadio di Bergamo,Atalanta,Celtic,,0,0,https://fixturedownload.com/feed/json/champions-league-2024,0,0,D
2024-25,47,3,2024-10-23 16:45:00+00:00,Stade de Roudourou,Brest,Leverkusen,,1,1,https://fixturedownload.com/feed/json/champions-league-2024,2,0,D
2024-25,48,3,2024-10-23 19:00:00+00:00,City of Manchester Stadium,Man City,Sparta Praha,,5,0,https://fixturedownload.com/feed/json/champions-league-2024,5,5,H
2024-25,49,3,2024-10-23 19:00:00+00:00,RB Arena,Leipzig,Liverpool,,0,1,https://fixturedownload.com/feed/json/champions-league-2024,1,-1,A
2024-25,50,3,2024-10-23 19:00:00+00:00,Estadi Olímpic Lluís Companys,Barcelona,Bayern München,,4,1,https://fixturedownload.com/feed/json/champions-league-2024,5,3,H
2024-25,51,3,2024-10-23 19:00:00+00:00,Estadio Metropolitano,Atleti,Lille,,1,3,https://fixturedownload.com/feed/json/champions-league-2024,4,-2,A
2024-25,52,3,2024-10-23 19:00:00+00:00,Estádio do SL Benfica,Benfica,Feyenoord,,1,3,https://fixturedownload.com/feed/json/champions-league-2024,4,-2,A
2024-25,53,3,2024-10-23 19:00:00+00:00,Stadion Salzburg,Salzburg,GNK Dinamo,,0,2,https://fixturedownload.com/feed/json/champions-league-2024,2,-2,A
2024-25,54,3,2024-10-23 19:00:00+00:00,Stadion Wankdorf,Young Boys,Inter,,0,1,https://fixturedownload.com/feed/json/champions-league-2024,1,-1,A
2024-25,55,4,2024-11-05 17:45:00+00:00,PSV Stadion,PSV,Girona,,4,0,https://fixturedownload.com/feed/json/champions-league-2024,4,4,H
2024-25,56,4,2024-11-05 17:45:00+00:00,Národný futbalový štadión,S. Bratislava,GNK Dinamo,,1,4,https://fixturedownload.com/feed/json/champions-league-2024,5,-3,A
2024-25,57,4,2024-11-05 20:00:00+00:00,Estadio Santiago Bernabéu,Real Madrid,Milan,,1,3,https://fixturedownload.com/feed/json/champions-league-2024,4,-2,A
2024-25,58,4,2024-11-05 20:00:00+00:00,Anfield,Liverpool,Leverkusen,,4,0,https://fixturedownload.com/feed/json/champions-league-2024,4,4,H
2024-25,59,4,2024-11-05 20:00:00+00:00,BVB Stadion Dortmund,B. Dortmund,Sturm Graz,,1,0,https://fixturedownload.com/feed/json/champions-league-2024,1,1,H
2024-25,60,4,2024-11-05 20:00:00+00:00,Estádio José Alvalade,Sporting CP,Man City,,4,1,https://fixturedownload.com/feed/json/champions-league-2024,5,3,H
2024-25,61,4,2024-11-05 20:00:00+00:00,Stade Pierre Mauroy,Lille,Juventus,,1,1,https://fixturedownload.com/feed/json/champions-league-2024,2,0,D
2024-25,62,4,2024-11-05 20:00:00+00:00,Celtic Park,Celtic,Leipzig,,3,1,https://fixturedownload.com/feed/json/champions-league-2024,4,2,H
2024-25,63,4,2024-11-05 20:00:00+00:00,Stadio Renato Dall'Ara,Bologna,Monaco,,0,1,https://fixturedownload.com/feed/json/champions-league-2024,1,-1,A
2024-25,64,4,2024-11-06 17:45:00+00:00,Jan Breydelstadion,Club Brugge,Aston Villa,,1,0,https://fixturedownload.com/feed/json/champions-league-2024,1,1,H
2024-25,65,4,2024-11-06 17:45:00+00:00,Arena AufSchalke,Shakhtar,Young Boys,,2,1,https://fixturedownload.com/feed/json/champions-league-2024,3,1,H
2024-25,67,4,2024-11-06 20:00:00+00:00,Parc des Princes,Paris,Atleti,,1,2,https://fixturedownload.com/feed/json/champions-league-2024,3,-1,A
2024-25,68,4,2024-11-06 20:00:00+00:00,Stadio San Siro,Inter,Arsenal,,1,0,https://fixturedownload.com/feed/json/champions-league-2024,1,1,H
2024-25,69,4,2024-11-06 20:00:00+00:00,Stadion Feijenoord 'De Kuip',Feyenoord,Salzburg,,1,3,https://fixturedownload.com/feed/json/champions-league-2024,4,-2,A
2024-25,70,4,2024-11-06 20:00:00+00:00,Stadion Rajko Mitic,Crvena Zvezda,Barcelona,,2,5,https://fixturedownload.com/feed/json/champions-league-2024,7,-3,A
2024-25,71,4,2024-11-06 20:00:00+00:00,Stadion Letná,Sparta Praha,Brest,,1,2,https://fixturedownload.com/feed/json/champions-league-2024,3,-1,A
2024-25,72,4,2024-11-06 20:00:00+00:00,Arena Stuttgart,Stuttgart,Atalanta,,0,2,https://fixturedownload.com/feed/json/champions-league-2024,2,-2,A
2024-25,66,4,2024-11-06 20:15:00+00:00,Fußball Arena München,Bayern München,Benfica,,1,0,https://fixturedownload.com/feed/json/champions-league-2024,1,1,H
2024-25,73,5,2024-11-26 17:45:00+00:00,Národný futbalový štadión,S. Bratislava,Milan,,2,3,https://fixturedownload.com/feed/json/champions-league-2024,5,-1,A
2024-25,74,5,2024-11-26 17:45:00+00:00,Stadion Letná,Sparta Praha,Atleti,,0,6,https://fixturedownload.com/feed/json/champions-league-2024,6,-6,A
2024-25,75,5,2024-11-26 20:00:00+00:00,City of Manchester Stadium,Man City,Feyenoord,,3,3,https://fixturedownload.com/feed/json/champions-league-2024,6,0,D
2024-25,76,5,2024-11-26 20:00:00+00:00,Fußball Arena München,Bayern München,Paris,,1,0,https://fixturedownload.com/feed/json/champions-league-2024,1,1,H
2024-25,77,5,2024-11-26 20:00:00+00:00,Stadio San Siro,Inter,Leipzig,,1,0,https://fixturedownload.com/feed/json/champions-league-2024,1,1,H
2024-25,78,5,2024-11-26 20:00:00+00:00,Estadi Olímpic Lluís Companys,Barcelona,Brest,,3,0,https://fixturedownload.com/feed/json/champions-league-2024,3,3,H
2024-25,79,5,2024-11-26 20:00:00+00:00,BayArena,Leverkusen,Salzburg,,5,0,https://fixturedownload.com/feed/json/champions-league-2024,5,5,H
2024-25,80,5,2024-11-26 20:00:00+00:00,Estádio José Alvalade,Sporting CP,Arsenal,,1,5,https://fixturedownload.com/feed/json/champions-league-2024,6,-4,A
2024-25,81,5,2024-11-26 20:00:00+00:00,Stadion Wankdorf,Young Boys,Atalanta,,1,6,https://fixturedownload.com/feed/json/champions-league-2024,7,-5,A
2024-25,82,5,2024-11-27 17:45:00+00:00,Stadion Rajko Mitic,Crvena Zvezda,Stuttgart,,5,1,https://fixturedownload.com/feed/json/champions-league-2024,6,4,H
2024-25,83,5,2024-11-27 17:45:00+00:00,Wörthersee Stadion,Sturm Graz,Girona,,1,0,https://fixturedownload.com/feed/json/champions-league-2024,1,1,H
2024-25,84,5,2024-11-27 20:00:00+00:00,Anfield,Liverpool,Real Madrid,,2,0,https://fixturedownload.com/feed/json/champions-league-2024,2,2,H
2024-25,85,5,2024-11-27 20:00:00+00:00,PSV Stadion,PSV,Shakhtar,,3,2,https://fixturedownload.com/feed/json/champions-league-2024,5,1,H
2024-25,86,5,2024-11-27 20:00:00+00:00,Stadion Maksimir,GNK Dinamo,B. Dortmund,,0,3,https://fixturedownload.com/feed/json/champions-league-2024,3,-3,A
2024-25,87,5,2024-11-27 20:00:00+00:00,Celtic Park,Celtic,Club Brugge,,1,1,https://fixturedownload.com/feed/json/champions-league-2024,2,0,D
2024-25,88,5,2024-11-27 20:00:00+00:00,Stade Louis II,Monaco,Benfica,,2,3,https://fixturedownload.com/feed/json/champions-league-2024,5,-1,A
2024-25,89,5,2024-11-27 20:00:00+00:00,Villa Park,Aston Villa,Juventus,,0,0,https://fixturedownload.com/feed/json/champions-league-2024,0,0,D
2024-25,90,5,2024-11-27 20:00:00+00:00,Stadio Renato Dall'Ara,Bologna,Lille,,1,2,https://fixturedownload.com/feed/json/champions-league-2024,3,-1,A
2024-25,91,6,2024-12-10 17:45:00+00:00,Stadion Maksimir,GNK Dinamo,Celtic,,0,0,https://fixturedownload.com/feed/json/champions-league-2024,0,0,D
2024-25,92,6,2024-12-10 17:45:00+00:00,Estadi Montilivi,Girona,Liverpool,,0,1,https://fixturedownload.com/feed/json/champions-league-2024,1,-1,A
2024-25,93,6,2024-12-10 20:00:00+00:00,RB Arena,Leipzig,Aston Villa,,2,3,https://fixturedownload.com/feed/json/champions-league-2024,5,-1,A
2024-25,94,6,2024-12-10 20:00:00+00:00,BayArena,Leverkusen,Inter,,1,0,https://fixturedownload.com/feed/json/champions-league-2024,1,1,H
2024-25,95,6,2024-12-10 20:00:00+00:00,Stadio di Bergamo,Atalanta,Real Madrid,,2,3,https://fixturedownload.com/feed/json/champions-league-2024,5,-1,A
2024-25,96,6,2024-12-10 20:00:00+00:00,Jan Breydelstadion,Club Brugge,Sporting CP,,2,1,https://fixturedownload.com/feed/json/champions-league-2024,3,1,H
2024-25,97,6,2024-12-10 20:00:00+00:00,Arena AufSchalke,Shakhtar,Bayern München,,1,5,https://fixturedownload.com/feed/json/champions-league-2024,6,-4,A
2024-25,98,6,2024-12-10 20:00:00+00:00,Stadion Salzburg,Salzburg,Paris,,0,3,https://fixturedownload.com/feed/json/champions-league-2024,3,-3,A
2024-25,99,6,2024-12-10 20:00:00+00:00,Stade de Roudourou,Brest,PSV,,1,0,https://fixturedownload.com/feed/json/champions-league-2024,1,1,H
2024-25,100,6,2024-12-11 17:45:00+00:00,Estadio Metropolitano,Atleti,S. Bratislava,,3,1,https://fixturedownload.com/feed/json/champions-league-2024,4,2,H
2024-25,101,6,2024-12-11 17:45:00+00:00,Stade Pierre Mauroy,Lille,Sturm Graz,,3,2,https://fixturedownload.com/feed/json/champions-league-2024,5,1,H
2024-25,102,6,2024-12-11 20:00:00+00:00,BVB Stadion Dortmund,B. Dortmund,Barcelona,,2,3,https://fixturedownload.com/feed/json/champions-league-2024,5,-1,A
2024-25,103,6,2024-12-11 20:00:00+00:00,Juventus Stadium,Juventus,Man City,,2,0,https://fixturedownload.com/feed/json/champions-league-2024,2,2,H
2024-25,104,6,2024-12-11 20:00:00+00:00,Estádio do SL Benfica,Benfica,Bologna,,0,0,https://fixturedownload.com/feed/json/champions-league-2024,0,0,D
2024-25,105,6,2024-12-11 20:00:00+00:00,Arsenal Stadium,Arsenal,Monaco,,3,0,https://fixturedownload.com/feed/json/champions-league-2024,3,3,H
2024-25,106,6,2024-12-11 20:00:00+00:00,Stadio San Siro,Milan,Crvena Zvezda,,2,1,https://fixturedownload.com/feed/json/champions-league-2024,3,1,H
2024-25,107,6,2024-12-11 20:00:00+00:00,Stadion Feijenoord 'De Kuip',Feyenoord,Sparta Praha,,4,2,https://fixturedownload.com/feed/json/champions-league-2024,6,2,H
2024-25,108,6,2024-12-11 20:00:00+00:00,Arena Stuttgart,Stuttgart,Young Boys,,5,1,https://fixturedownload.com/feed/json/champions-league-2024,6,4,H
2024-25,109,7,2025-01-21 17:45:00+00:00,Stadio di Bergamo,Atalanta,Sturm Graz,,5,0,https://fixturedownload.com/feed/json/champions-league-2024,5,5,H
2024-25,110,7,2025-01-21 17:45:00+00:00,Stade Louis II,Monaco,Aston Villa,,1,0,https://fixturedownload.com/feed/json/champions-league-2024,1,1,H
2024-25,111,7,2025-01-21 20:00:00+00:00,Národný futbalový štadión,S. Bratislava,Stuttgart,,1,3,https://fixturedownload.com/feed/json/champions-league-2024,4,-2,A
